pTrdSymbol;pSymbol;pSymbolName;pGroup;pExSeg;pInstType
71WB50-SG;757555;71WB50;SG;;
71WB51-SG;757556;71WB51;SG;;
INFLUX-SM;757602;INFLUX;SM;;
975SCL35-N0;757608;975SCL35;N0;;
714MH45-SG;757654;714MH45;SG;;
820KSFP36-N0;757674;820KSFP36;N0;;
71KL45-SG;757714;71KL45;SG;;
614TN28-SG;757728;614TN28;SG;;
649OR30-SG;757729;649OR30;SG;;
670GJ33-SG;757731;670GJ33;SG;;
680AP35-SG;757732;680AP35;SG;;
TOP15IETF-EQ;757781;TOP15IETF;EQ;;
723MP42-SG;757785;723MP42;SG;;
111ESFB31-N0;757892;111ESFB31;N0;;
719JCL28-N0;757898;719JCL28;N0;;
364D160726-TB;757909;364D160726;TB;;
BORANA-BL;757922;BORANA;BL;;
716MH50-SG;757930;716MH50;SG;;
BELLACASA-EQ;757938;BELLACASA;EQ;;
601GS2030-GS;757983;601GS2030;GS;;
651KA30-SG;758;651KA30;SG;;
PERFECT-SZ;758121;PERFECT;SZ;;
GVPTECHPP-E1;758136;GVPTECHPP;E1;;
MBEL-EQ;758150;MBEL;EQ;;
647IRFC28-N0;758169;647IRFC28;N0;;
NIKITA-SM;758178;NIKITA;SM;;
FLYSBS-SM;758208;FLYSBS;SM;;
995ISF35-N0;758290;995ISF35;N0;;
725SIHF28-N0;758292;725SIHF28;N0;;
JAINIK-SM;758303;JAINIK;SM;;
712GA36-SG;758408;712GA36;SG;;
CONNPLEX-SM;758453;CONNPLEX;SM;;
STUDIOLSD-SM;758527;STUDIOLSD;SM;;
LTFL28-N0;758556;LTFL28;N0;;
ELLEN-BL;758566;ELLEN;BL;;
GLOBECIVIL-EQ;758572;GLOBECIVIL;EQ;;
TVSINVIT-BL;758601;TVSINVIT;BL;;
AAFS29B-N0;758608;AAFS29B;N0;;
803TIL30-N0;758654;803TIL30;N0;;
ARCIIL-SM;758670;ARCIIL;SM;;
76377AIF29-N0;758691;76377AIF29;N0;;
684TN29-SG;758711;684TN29;SG;;
757RJ43-SG;758723;757RJ43;SG;;
SIMBHALS-BZ;758836;SIMBHALS;BZ;;
702BR30A-SG;758844;702BR30A;SG;;
752BR36-SG;758848;752BR36;SG;;
696KA31A-SG;7304;696KA31A;SG;;
930SFL28-YP;6149;930SFL28;YP;;
97SFL28-YS;6168;97SFL28;YS;;
CENTENKA-EQ;619;CENTENKA;EQ;;
FCL-BL;6203;FCL;BL;;
695KA31-SG;6210;695KA31;SG;;
DKEGL-SM;6249;DKEGL;SM;;
DMCC-EQ;6973;DMCC;EQ;;
DICIND-EQ;703;DICIND;EQ;;
HESTERBIO-EQ;7048;HESTERBIO;EQ;;
666TN29-SG;7050;666TN29;SG;;
PAR-BL;5646;PAR;BL;;
AIROLAM-EQ;6068;AIROLAM;EQ;;
70NL31-SG;6103;70NL31;SG;;
714AP41A-SG;6115;714AP41A;SG;;
DIGJAMLMTD-BL;6135;DIGJAMLMTD;BL;;
70MN31B-SG;7530;70MN31B;SG;;
705UK31-SG;7535;705UK31;SG;;
LCCINFOTEC-BE;7537;LCCINFOTEC;BE;;
714KL35-SG;7541;714KL35;SG;;
687TS47-SG;755856;687TS47;SG;;
687TS55-SG;755857;687TS55;SG;;
364D100426-TB;755860;364D100426;TB;;
EVIETF-EQ;755881;EVIETF;EQ;;
805ABCL28-N5;755944;805ABCL28;N5;;
8016ABCL29-NB;755950;8016ABCL29;NB;;
8034ABCL34-NE;755953;8034ABCL34;NE;;
1039UCL26-NE;755998;1039UCL26;NE;;
GROWWMOM50-EQ;756086;GROWWMOM50;EQ;;
678MH39-SG;756096;678MH39;SG;;
678KL46-SG;756103;678KL46;SG;;
930IIFL27-NX;756141;930IIFL27;NX;;
960IIFL30-Y2;756153;960IIFL30;Y2;;
850HHFL27-N0;756165;850HHFL27;N0;;
832HHFL27-N0;756718;832HHFL27;N0;;
KRISHIVAL-BL;756785;KRISHIVAL;BL;;
664GJ36-SG;756811;664GJ36;SG;;
686NHPCL40-N0;756884;686NHPCL40;N0;;
MICEL-BL;7176;MICEL;BL;;
METROBRAND-EQ;7242;METROBRAND;EQ;;
12DCCL29A-N0;760614;12DCCL29A;N0;;
750TN36A-SG;760631;750TN36A;SG;;
753TN37-SG;760633;753TN37;SG;;
745TOPL28-N0;760645;745TOPL28;N0;;
7EHPP46-N0;760671;7EHPP46;N0;;
698SHFL28-N0;760707;698SHFL28;N0;;
TIT45-N0;760720;TIT45;N0;;
75343PHF31-N0;760724;75343PHF31;N0;;
AMAGI-BL;760743;AMAGI;BL;;
780TOPL31-N0;760747;780TOPL31;N0;;
12DCCL29-N0;760763;12DCCL29;N0;;
732KA33A-SG;760768;732KA33A;SG;;
771AP41-SG;760796;771AP41;SG;;
745SDIP36-N0;760797;745SDIP36;N0;;
690PFCL31-N2;760800;690PFCL31;N2;;
7PFCL31-N3;760801;7PFCL31;N3;;
GROWWHOSPI-BL;760876;GROWWHOSPI;BL;;
703GJ32-SG;760878;703GJ32;SG;;
756KA36-SG;760911;756KA36;SG;;
785MZ42-SG;760921;785MZ42;SG;;
783HR43-SG;760922;783HR43;SG;;
782WB45-SG;760932;782WB45;SG;;
787AS46-SG;760933;787AS46;SG;;
ATLPP-E1;760953;ATLPP;E1;;
785TPL28-N0;760966;785TPL28;N0;;
AYE-BL;760984;AYE;BL;;
776AS46-SG;761007;776AS46;SG;;
762MP39-SG;761016;762MP39;SG;;
772MP45-SG;761017;772MP45;SG;;
712TN32-SG;761019;712TN32;SG;;
778TR41-SG;761033;778TR41;SG;;
DEFENCE-BL;761048;DEFENCE;BL;;
ABSLMSCIN-EQ;761066;ABSLMSCIN;EQ;;
837IIFL28-Y4;761116;837IIFL28;Y4;;
865IIFL31-Y6;761118;865IIFL31;Y6;;
EPWINDIA-SM;761214;EPWINDIA;SM;;
ALGOQUANT-EQ;761270;ALGOQUANT;EQ;;
815CHLI36-N0;761305;815CHLI36;N0;;
745MP36-SG;761323;745MP36;SG;;
KOTYARK-BL;761338;KOTYARK;BL;;
AEL120126-NL;761344;AEL120126;NL;;
797TOPO36-N0;761360;797TOPO36;N0;;
776WB49-SG;761451;776WB49;SG;;
744MP35A-SG;761457;744MP35A;SG;;
757UP38-SG;761474;757UP38;SG;;
91D190626-TB;761479;91D190626;TB;;
182D180926-TB;761480;182D180926;TB;;
915TIAPL33-N0;761504;915TIAPL33;N0;;
GROWWPSUBK-EQ;761514;GROWWPSUBK;EQ;;
779UP51-SG;761524;779UP51;SG;;
727NBRD29A-N0;761536;727NBRD29A;N0;;
745GJ34-SG;761555;745GJ34;SG;;
765RJ36-SG;761563;765RJ36;SG;;
762KA36-SG;761566;762KA36;SG;;
TIL-RE1-BE;761586;TIL-RE1;BE;;
ALSRG-SF;761595;ALSRG;SF;;
APSIFHLSDG-SF;761603;APSIFHLSDG;SF;;
695RECL28-N0;761826;695RECL28;N0;;
SHREERAMA-EQ;7627;SHREERAMA;EQ;;
DESTINY-SM;6087;DESTINY;SM;;
DIGJAMLMTD-EQ;6127;DIGJAMLMTD;EQ;;
PANSARI-EQ;6141;PANSARI;EQ;;
686HP30-SG;6878;686HP30;SG;;
691HP31-SG;6879;691HP31;SG;;
832GS2032-GS;6899;832GS2032;GS;;
828GS2027-GS;6921;828GS2027;GS;;
INTELLECT-BL;5934;INTELLECT;BL;;
663MH30-SG;596;663MH30;SG;;
704AP34-SG;5967;704AP34;SG;;
689GJ31-SG;5977;689GJ31;SG;;
688KA31-SG;5986;688KA31;SG;;
MANAKCOAT-BL;7416;MANAKCOAT;BL;;
MONQ50-BL;7424;MONQ50;BL;;
SBIETFIT-BL;745;SBIETFIT;BL;;
687AP35-SG;746;687AP35;SG;;
SHALBY-EQ;714;SHALBY;EQ;;
ANANDRATHI-BL;7149;ANANDRATHI;BL;;
SUDARCOLOR-EQ;715;SUDARCOLOR;EQ;;
689KA33-SG;7159;689KA33;SG;;
MICEL-EQ;7169;MICEL;EQ;;
BLUESTONE-BL;759294;BLUESTONE;BL;;
QSIFHRG-SF;759298;QSIFHRG;SF;;
712UP33A-SG;759307;712UP33A;SG;;
73UK32-SG;759319;73UK32;SG;;
756RJ41-SG;759326;756RJ41;SG;;
756WB45-SG;759328;756WB45;SG;;
746RJ51-SG;759334;746RJ51;SG;;
PACEDIGITK-BL;759345;PACEDIGITK;BL;;
728OR49-SG;759377;728OR49;SG;;
MONEYBOXX-BL;759383;MONEYBOXX;BL;;
ADVANCE-BL;759405;ADVANCE;BL;;
OMFREIGHT-EQ;759411;OMFREIGHT;EQ;;
PATELRMART-BL;759442;PATELRMART;BL;;
1215DHPL27-N0;759444;1215DHPL27;N0;;
SHREEJISPG-EQ;759448;SHREEJISPG;EQ;;
VIKRAMSOLR-EQ;759453;VIKRAMSOLR;EQ;;
GROWWNXT50-BL;759460;GROWWNXT50;BL;;
GEMAROMA-BE;759463;GEMAROMA;BE;;
758CIFL30-N0;759486;758CIFL30;N0;;
MOMENTUM30-EQ;759488;MOMENTUM30;EQ;;
840MCSL31-N0;759496;840MCSL31;N0;;
364D291026-TB;759504;364D291026;TB;;
702OIT40-N0;759507;702OIT40;N0;;
712OIT40-N0;759526;712OIT40;N0;;
STUDDS-BL;759590;STUDDS;BL;;
PWL-BL;759726;PWL;BL;;
715NBFID40-N0;759733;715NBFID40;N0;;
701TN32-SG;759735;701TN32;SG;;
702UP32-SG;759736;702UP32;SG;;
745MP41-SG;759742;745MP41;SG;;
SHIVAUM-EQ;759747;SHIVAUM;EQ;;
SHIVAUM-BL;759750;SHIVAUM;BL;;
TAURIAN-SM;759756;TAURIAN;SM;;
TMCV-BL;759783;TMCV;BL;;
712TACA28-N0;759836;712TACA28;N0;;
BETA-EQ;759842;BETA;EQ;;
745HP40-SG;759859;745HP40;SG;;
75AR45-SG;759860;75AR45;SG;;
CAPILLARY-EQ;759867;CAPILLARY;EQ;;
TENNIND-EQ;759880;TENNIND;EQ;;
CHEMICAL-EQ;759885;CHEMICAL;EQ;;
MOIPO-BL;759893;MOIPO;BL;;
743TN36-SG;759916;743TN36;SG;;
740BTL29-N0;759922;740BTL29;N0;;
KSR-BE;759989;KSR;BE;;
ESENSEX-BL;759997;ESENSEX;BL;;
731MN37-SG;760017;731MN37;SG;;
748WB44A-SG;760022;748WB44A;SG;;
182D280526-TB;760029;182D280526;TB;;
772WB41-SG;760062;772WB41;SG;;
72MH34-SG;760068;72MH34;SG;;
728TFSIL28-N0;760078;728TFSIL28;N0;;
753AP40-SG;760083;753AP40;SG;;
752TS52-SG;760089;752TS52;SG;;
749PN35A-SG;760094;749PN35A;SG;;
772KL45-SG;760149;772KL45;SG;;
730SPRL27-N0;760157;730SPRL27;N0;;
91D280526-TB;760164;91D280526;TB;;
GAUDIUMIVF-EQ;760178;GAUDIUMIVF;EQ;;
728PHFL28-N0;760200;728PHFL28;N0;;
SHRIKANHA-SM;760202;SHRIKANHA;SM;;
MARKOLINES-EQ;760204;MARKOLINES;EQ;;
MEESHO-BL;760232;MEESHO;BL;;
757ML34-SG;760288;757ML34;SG;;
748MH45-SG;760295;748MH45;SG;;
GOLDBND-BL;760327;GOLDBND;BL;;
714PY30-SG;760335;714PY30;SG;;
737CG33-SG;760338;737CG33;SG;;
364D171226-TB;760391;364D171226;TB;;
RUDRA-BL;760400;RUDRA;BL;;
850IIFL28-N0;760403;850IIFL28;N0;;
753KA38-SG;760442;753KA38;SG;;
895PAPL28B-N0;760469;895PAPL28B;N0;;
741NIIF31-N0;760474;741NIIF31;N0;;
724RJ31-SG;760481;724RJ31;SG;;
TWCGOLDETF-BL;760484;TWCGOLDETF;BL;;
1096GIPL28-N0;760487;1096GIPL28;N0;;
765BR33-SG;760507;765BR33;SG;;
747TN36-SG;760512;747TN36;SG;;
758TS53-SG;760523;758TS53;SG;;
729NHPC35-N0;760539;729NHPC35;N0;;
692TN30-SG;760556;692TN30;SG;;
716KA31-SG;760560;716KA31;SG;;
AVTL29-N0;760561;AVTL29;N0;;
751KA36-SG;760568;751KA36;SG;;
729NHPC41-N0;760605;729NHPC41;N0;;
766MH47-SG;760607;766MH47;SG;;
765TS52-SG;760609;765TS52;SG;;
SOUTHBANK-EQ;5948;SOUTHBANK;EQ;;
CARBORUNIV-EQ;595;CARBORUNIV;EQ;;
691AS31-SG;5969;691AS31;SG;;
706MZ34-SG;5992;706MZ34;SG;;
709TS40-SG;5998;709TS40;SG;;
JAINAM-SM;6012;JAINAM;SM;;
EXIDEIND-EQ;676;EXIDEIND;EQ;;
NIPPOBATRY-EQ;6782;NIPPOBATRY;EQ;;
STEELCAS-BL;6809;STEELCAS;BL;;
CHOLAFIN-EQ;685;CHOLAFIN;EQ;;
GREENLAM-BL;6852;GREENLAM;BL;;
889SCL28-NU;5859;889SCL28;NU;;
684PN31-SG;5883;684PN31;SG;;
698JK36-SG;5890;698JK36;SG;;
669PN30-SG;590;669PN30;SG;;
696UP31-SG;7314;696UP31;SG;;
704TS32-SG;7315;704TS32;SG;;
SETFNIFBK-BL;7362;SETFNIFBK;BL;;
HPAL-EQ;7376;HPAL;EQ;;
HPAL-BL;7383;HPAL;BL;;
SUPRIYA-EQ;7390;SUPRIYA;EQ;;
PAR-EQ;5631;PAR;EQ;;
DCMSHRIRAM-EQ;811;DCMSHRIRAM;EQ;;
RPSGVENT-EQ;8119;RPSGVENT;EQ;;
737TS36-SG;8121;737TS36;SG;;
737AP38-SG;8122;737AP38;SG;;
KTKBANK-EQ;8054;KTKBANK;EQ;;
SILVERBEES-EQ;8080;SILVERBEES;EQ;;
ARCHIES-EQ;5688;ARCHIES;EQ;;
698WB36-SG;5697;698WB36;SG;;
AXISCETF-EQ;5732;AXISCETF;EQ;;
70JK33-SG;7307;70JK33;SG;;
697AS31A-SG;7295;697AS31A;SG;;
702KA33-SG;7305;702KA33;SG;;
CROWN-BL;8099;CROWN;BL;;
735JH38-SG;8498;735JH38;SG;;
741PN42-SG;8501;741PN42;SG;;
739TN52-SG;8502;739TN52;SG;;
SFMP61DD-MF;8645;SFMP61DD;MF;;
INTLCONV-BL;5609;INTLCONV;BL;;
691MH33-SG;5678;691MH33;SG;;
SHRIRAMPPS-EQ;7200;SHRIRAMPPS;EQ;;
717GS2028-GS;7208;717GS2028;GS;;
SBIETFQLTY-BL;7219;SBIETFQLTY;BL;;
SBIETFPB-BL;728;SBIETFPB;BL;;
699UP31B-SG;6350;699UP31B;SG;;
SGBNOV26-GB;6355;SGBNOV26;GB;;
LAMBODHARA-BL;6411;LAMBODHARA;BL;;
SHRADHA-BL;717;SHRADHA;BL;;
SHALBY-BL;719;SHALBY;BL;;
679GS2027-GS;7202;679GS2027;GS;;
722RJ32-SG;8492;722RJ32;SG;;
744MP46-SG;759033;744MP46;SG;;
744KL50-SG;759037;744KL50;SG;;
RHETAN-EQ;759062;RHETAN;EQ;;
DEVX-BL;759082;DEVX;BL;;
URBANCO-EQ;759084;URBANCO;EQ;;
TECHD-SM;759138;TECHD;SM;;
755TCSL28-N0;759146;755TCSL28;N0;;
714NL30-SG;759166;714NL30;SG;;
699HP31-SG;759201;699HP31;SG;;
AGSTRA-BZ;759202;AGSTRA;BZ;;
JKIPL-EQ;759205;JKIPL;EQ;;
TRUALT-BL;759213;TRUALT;BL;;
723SK35-SG;759218;723SK35;SG;;
761ABCL35A-N0;759300;761ABCL35A;N0;;
746RJ38-SG;759322;746RJ38;SG;;
757BR49-SG;759333;757BR49;SG;;
724TFSIL27-N0;759349;724TFSIL27;N0;;
MPEL-SM;759351;MPEL;SM;;
SYSTMTXC-BL;759357;SYSTMTXC;BL;;
ANANTAM-BL;759367;ANANTAM;BL;;
FLEXIADD-EQ;759368;FLEXIADD;EQ;;
727AP36-SG;759387;727AP36;SG;;
731MZ41-SG;759390;731MZ41;SG;;
BAGDIGITAL-SM;759420;BAGDIGITAL;SM;;
WEWORK-EQ;759434;WEWORK;EQ;;
GROWWNXT50-EQ;759458;GROWWNXT50;EQ;;
84AIL28-N0;759484;84AIL28;N0;;
MIDWESTLTD-BL;759520;MIDWESTLTD;BL;;
GROWWSC250-BL;759524;GROWWSC250;BL;;
PIRAMALFIN-EQ;759551;PIRAMALFIN;EQ;;
920PFL28-N2;759563;920PFL28;N2;;
768JK38-SG;759702;768JK38;SG;;
1180IFL28-N0;759712;1180IFL28;N0;;
PWL-EQ;759723;PWL;EQ;;
EMMVEE-BL;759731;EMMVEE;BL;;
746MP43-SG;759743;746MP43;SG;;
744TS56A-SG;759746;744TS56A;SG;;
EUROPRATIK-EQ;759797;EUROPRATIK;EQ;;
ENERGY-BL;759813;ENERGY;BL;;
PINELABS-EQ;759820;PINELABS;EQ;;
PINELABS-BL;759823;PINELABS;BL;;
716TN35-SG;759854;716TN35;SG;;
716RJ35-SG;759856;716RJ35;SG;;
72TN36-SG;759857;72TN36;SG;;
771SIHF35-N0;759878;771SIHF35;N0;;
910HFL36-N0;759895;910HFL36;N0;;
734MH34-SG;759912;734MH34;SG;;
75GA36-SG;759918;75GA36;SG;;
752RJ36-SG;759919;752RJ36;SG;;
ARSSBL-BL;759959;ARSSBL;BL;;
925ECL28-N2;759975;925ECL28;N2;;
708PFCL35-N0;759981;708PFCL35;N0;;
745ISL28-N0;760005;745ISL28;N0;;
714TN34A-SG;760013;714TN34A;SG;;
734TS38-SG;760018;734TS38;SG;;
745TS53-SG;760026;745TS53;SG;;
GROWWCAPM-EQ;760051;GROWWCAPM;EQ;;
VIJAYPD-ST;760124;VIJAYPD;ST;;
771UP46-SG;760161;771UP46;SG;;
AONESILVER-BL;760195;AONESILVER;BL;;
72190LTFL2-N0;760211;72190LTFL2;N0;;
AEQUS-BL;760237;AEQUS;BL;;
PNGSREVA-BL;760245;PNGSREVA;BL;;
742TN35-SG;760267;742TN35;SG;;
729MH35-SG;760289;729MH35;SG;;
752HR41-SG;760293;752HR41;SG;;
LEMERITE-EQ;760300;LEMERITE;EQ;;
815MOFS28-N0;760344;815MOFS28;N0;;
NEPHROPLUS-EQ;760346;NEPHROPLUS;EQ;;
MIDCAPADD-BL;760358;MIDCAPADD;BL;;
915APSBC28-N0;760366;915APSBC28;N0;;
915APSBC29-N0;760368;915APSBC29;N0;;
915APSBC35-N0;760380;915APSBC35;N0;;
759AS39-SG;760385;759AS39;SG;;
875MOF27-N0;760395;875MOF27;N0;;
975PCPL28-N0;760397;975PCPL28;N0;;
706TCHE28-N0;760405;706TCHE28;N0;;
ASHWINI-SM;760418;ASHWINI;SM;;
708TFSIL27-N0;760429;708TFSIL27;N0;;
691AP39-SG;626;691AP39;SG;;
SELMC-BL;6271;SELMC;BL;;
GULPOLY-BL;6293;GULPOLY;BL;;
694JK36-SG;7044;694JK36;SG;;
696TS45-SG;7055;696TS45;SG;;
824GS2033-GS;7106;824GS2033;GS;;
TEGA-BL;7111;TEGA;BL;;
NETF-BL;7954;NETF;BL;;
MALLCOM-EQ;7965;MALLCOM;EQ;;
1015ECL29-NR;7975;1015ECL29;NR;;
XELPMOC-BL;8480;XELPMOC;BL;;
DALMIASUG-EQ;781;DALMIASUG;EQ;;
724UP32-SG;7856;724UP32;SG;;
MHLXMIRU-EQ;7886;MHLXMIRU;EQ;;
644UK30-SG;853;644UK30;SG;;
83GS2042-GS;7034;83GS2042;GS;;
604AS26-SG;7038;604AS26;SG;;
683KA31A-SG;7045;683KA31A;SG;;
709RJ43-SG;757553;709RJ43;SG;;
950SCL30-N0;757606;950SCL30;N0;;
ARIS-EQ;757614;ARIS;EQ;;
ATHERENERG-BL;757648;ATHERENERG;BL;;
714MZ40-SG;757650;714MZ40;SG;;
712HR41-SG;757651;712HR41;SG;;
FISCHER-EQ;757658;FISCHER;EQ;;
WHITEFORCE-SM;757665;WHITEFORCE;SM;;
MOALPHA50-BL;757671;MOALPHA50;BL;;
74342PHF30-N0;757702;74342PHF30;N0;;
707TN55-SG;757715;707TN55;SG;;
364D230726-TB;757718;364D230726;TB;;
760ABCL35-N0;757723;760ABCL35;N0;;
LIQGRWBEES-EQ;757725;LIQGRWBEES;EQ;;
697UK35-SG;757749;697UK35;SG;;
749RCFL28-N0;757761;749RCFL28;N0;;
IGCL-BL;757804;IGCL;BL;;
BRIGHOTEL-BL;757826;BRIGHOTEL;BL;;
9PFL27-N0;757839;9PFL27;N0;;
895AEL27-N9;757869;895AEL27;N9;;
885AEL28-NB;757871;885AEL28;NB;;
AEL170725-ND;757873;AEL170725;ND;;
ANTHEM-EQ;757885;ANTHEM;EQ;;
975ISF28-N0;757890;975ISF28;N0;;
719PN49-SG;757914;719PN49;SG;;
709TS63-SG;757924;709TS63;SG;;
718JK45A-SG;757927;718JK45A;SG;;
613OR28-SG;757931;613OR28;SG;;
PASHUPATI-EQ;757955;PASHUPATI;EQ;;
364D300726-TB;757977;364D300726;TB;;
75GFL30-N0;757978;75GFL30;N0;;
SHANTIGOLD-EQ;758002;SHANTIGOLD;EQ;;
JSLL-BL;758118;JSLL;BL;;
724MP45-SG;758122;724MP45;SG;;
CUDML-SM;758129;CUDML;SM;;
GVPTECHPP-BL;758138;GVPTECHPP;BL;;
LOTUSDEV-EQ;758145;LOTUSDEV;EQ;;
LOTUSDEV-BL;758148;LOTUSDEV;BL;;
RNPL-SM;758157;RNPL;SM;;
GROWWPOWER-BL;758186;GROWWPOWER;BL;;
702AS35-SG;758189;702AS35;SG;;
726MZ40-SG;758191;726MZ40;SG;;
722MP43-SG;758193;722MP43;SG;;
KRT-BL;758434;KRT;BL;;
AAFS29C-N0;758442;AAFS29C;N0;;
MOSILVER-BL;758459;MOSILVER;BL;;
JSWCEMENT-EQ;758460;JSWCEMENT;EQ;;
GLOBECIVIL-BL;758575;GLOBECIVIL;BL;;
695OR31-SG;758578;695OR31;SG;;
712UP33-SG;758583;712UP33;SG;;
INTERNET-BL;758597;INTERNET;BL;;
TVSINVIT-IV;758598;TVSINVIT;IV;;
790TIL28-N0;758650;790TIL28;N0;;
754RJ53-SG;758665;754RJ53;SG;;
EFCIL-BL;758677;EFCIL;BL;;
MRIL-SM;758685;MRIL;SM;;
773AIFL30-N0;758689;773AIFL30;N0;;
GROWWNIFTY-BL;758699;GROWWNIFTY;BL;;
ARFIN-BL;758702;ARFIN;BL;;
74GA37-SG;758719;74GA37;SG;;
756HP40-SG;758721;756HP40;SG;;
775WB47-SG;758727;775WB47;SG;;
MEIL-BL;758751;MEIL;BL;;
729MH50-SG;758832;729MH50;SG;;
182D240426-TB;758834;182D240426;TB;;
KAYTEX-SM;758868;KAYTEX;SM;;
772TS57-SG;758920;772TS57;SG;;
769ML35-SG;758932;769ML35;SG;;
STLNETWORK-BL;758959;STLNETWORK;BL;;
RNBDENIMS-BL;758983;RNBDENIMS;BL;;
GCSL-EQ;758986;GCSL;EQ;;
PANSARI-BL;6153;PANSARI;BL;;
BHAGCHEM-EQ;6164;BHAGCHEM;EQ;;
BHAGCHEM-BL;6173;BHAGCHEM;BL;;
699HR31-SG;6211;699HR31;SG;;
DTIL-BL;6237;DTIL;BL;;
GOCOLORS-BL;6969;GOCOLORS;BL;;
897GS2030-GS;7011;897GS2030;GS;;
654GS2032-GS;7843;654GS2032;GS;;
AUTOIETF-EQ;7844;AUTOIETF;EQ;;
733MP42-SG;7861;733MP42;SG;;
643RJ27-SG;7867;643RJ27;SG;;
SGBJAN30IX-GB;7879;SGBJAN30IX;GB;;
737KA38-SG;7908;737KA38;SG;;
BYKE-BL;7928;BYKE;BL;;
ZYDUSLIFE-EQ;7929;ZYDUSLIFE;EQ;;
H1861D46RG-MF;8455;H1861D46RG;MF;;
CIPLA-EQ;694;CIPLA;EQ;;
LINC-EQ;6951;LINC;EQ;;
LINC-BL;6954;LINC;BL;;
SHIVALIK-BL;7020;SHIVALIK;BL;;
TREJHARA-BL;7542;TREJHARA;BL;;
771NIIF35-N0;755871;771NIIF35;N0;;
704NBFID35-N0;755873;704NBFID35;N0;;
801ABCL28-NC;755951;801ABCL28;NC;;
675TR40-SG;756098;675TR40;SG;;
677PN43-SG;756099;677PN43;SG;;
975IIFL28-Y0;756144;975IIFL28;Y0;;
SILVER360-EQ;756150;SILVER360;EQ;;
NPST-EQ;756324;NPST;EQ;;
995CCSP27-N0;756333;995CCSP27;N0;;
ATCENERGY-SM;756402;ATCENERGY;SM;;
673HPCL30-N0;756705;673HPCL30;N0;;
364D010526-TB;756713;364D010526;TB;;
687REC30-N0;756722;687REC30;N0;;
73064ABH28-N0;756769;73064ABH28;N0;;
OSWALPUMPS-EQ;756802;OSWALPUMPS;EQ;;
753PHFL30-N0;756821;753PHFL30;N0;;
68TS57-SG;756862;68TS57;SG;;
678KL40-SG;756866;678KL40;SG;;
364D070526-TB;756870;364D070526;TB;;
ARUNAYA-SM;756896;ARUNAYA;SM;;
12VCCL29B-N0;756916;12VCCL29B;N0;;
686NHPCL38-N0;756919;686NHPCL38;N0;;
686NHPCL32-N0;756932;686NHPCL32;N0;;
SOLARAPP1-E1;756939;SOLARAPP1;E1;;
715SHFL30-N0;757047;715SHFL30;N0;;
DCCL-SM;757107;DCCL;SM;;
688PN45A-SG;757116;688PN45A;SG;;
EQUAL50-EQ;757142;EQUAL50;EQ;;
EQUAL50-BL;757144;EQUAL50;BL;;
MONEXT50-BL;757169;MONEXT50;BL;;
930APMD34-N0;757174;930APMD34;N0;;
930APMD30-N0;757184;930APMD30;N0;;
684AP39-SG;757388;684AP39;SG;;
692MP43-SG;757390;692MP43;SG;;
663GA35-SG;757400;663GA35;SG;;
SACHEEROME-SM;757409;SACHEEROME;SM;;
60TN28-SG;757425;60TN28;SG;;
MOTOUR-EQ;757443;MOTOUR;EQ;;
865SCL27-N4;757460;865SCL27;N4;;
9SCL28-N7;757463;9SCL28;N7;;
SCODATUBES-EQ;757478;SCODATUBES;EQ;;
SCODATUBES-BL;757481;SCODATUBES;BL;;
930SCL35-NN;757498;930SCL35;NN;;
GANGABATH-SM;757525;GANGABATH;SM;;
ABSLAMC-BL;6022;ABSLAMC;BL;;
AIROLAM-BL;6077;AIROLAM;BL;;
696KA31-SG;6095;696KA31;SG;;
74GS2035-GS;6874;74GS2035;GS;;
692HP33-SG;6881;692HP33;SG;;
662PY28-SG;6895;662PY28;SG;;
RPPL-EQ;6913;RPPL;EQ;;
889SCFL27-YC;7777;889SCFL27;YC;;
BANKA-BL;831;BANKA;BL;;
648RJ27-SG;8319;648RJ27;SG;;
713HR42-SG;8336;713HR42;SG;;
CALSOFT-EQ;8341;CALSOFT;EQ;;
828GS2032-GS;6885;828GS2032;GS;;
VISHNU-EQ;6908;VISHNU;EQ;;
MANAKSTEEL-EQ;7463;MANAKSTEEL;EQ;;
714HP33-SG;7536;714HP33;SG;;
MONTECARLO-EQ;5938;MONTECARLO;EQ;;
UWCSL-SM;5945;UWCSL;SM;;
BSLSENETFG-BL;5966;BSLSENETFG;BL;;
709AP39-SG;5968;709AP39;SG;;
69KA31-SG;6743;69KA31;SG;;
699TS43-SG;6752;699TS43;SG;;
712AS32-SG;7691;712AS32;SG;;
713HR32-SG;7692;713HR32;SG;;
714PN32-SG;7708;714PN32;SG;;
714WB32-SG;7710;714WB32;SG;;
724AP38-SG;7711;724AP38;SG;;
702TN30-SG;8287;702TN30;SG;;
712AS32A-SG;8295;712AS32A;SG;;
ABNINT-IT;8588;ABNINT;IT;;
767WB44A-SG;760755;767WB44A;SG;;
760BR50-SG;760758;760BR50;SG;;
364D280127-TB;760761;364D280127;TB;;
764KL47-SG;760787;764KL47;SG;;
763MP48-SG;760788;763MP48;SG;;
768AP39-SG;760790;768AP39;SG;;
769HR41-SG;760795;769HR41;SG;;
PFCL36-N7;760805;PFCL36;N7;;
69MH30-SG;760840;69MH30;SG;;
717GJ32-SG;760841;717GJ32;SG;;
744MH34-SG;760844;744MH34;SG;;
